,Characters,Quotes,Scenes
5588,Umbriel,"Oh, Mr. Fry! You do go on!",507
5589,Fry,"You know what I like best about you, Umbriel? You find me fascinating even when I'm not claiming to be a jewel thief or a lion tamer.",507
5590,Umbriel,Lions? There are sealions on the land?,507
5591,Fry,Yup. We call them land-sealions ... I tame them!,507
5592,[Montage,Fry and Umbriel date to Donovan's,507
5593,[Scene,Ships Galley. Bender reads,508
5594,Farnsworth,I'm almost finish reconfiguring the ships propulsion system. We can leave as soon as the paper-mâché is dry.,508
5595,Leela,Where's Fry?,508
5596,Bender,I didn't kill him. Professor?,508
5597,Farnsworth,"No, I've been busy.",508
5598,Hermes,"He must've gone out looking for that mermaid. The poor, demented honky.",508
5599,Leela,"It's ocean madness alright. Sailors call it aqua dementia, the deep-down crazies, the wet willies, the screaming moist!",508
5600,Farnsworth,"We'll form a search party. Now, we'll need oxygen.",508
5601,Bender,"I got it covered.  In the event of an emergency, my ass can be used as a floatation device.",508
5602,Farnsworth,"Ooh, that reminds me",508
5603,Amy,Yes! Stop asking!,508
5604,Zoidberg,I've got his scent! Over here where the water gets warmer. This way!,509
5605,Bender,Bend me!,509
5606,Amy,Dude! An ancient sunken city!,509
5607,Farnsworth,Could it possibly be? Are the old legends true?  It is! It's the fabled lost city of Atlanta!,509
5608,Merman,"Howdy, y'all!",509
5609,Colonel,"Welcome to Atlanta. Folks round these parts call me the Colonel.  Here, have some breathers, courtesy of our Chamber of Commerce.",510
5610,Farnsworth,"This is uncomfortable and humiliating. Now, if they could put it in the form of a suppository.",510
5611,Colonel,"Y'all enjoy your stay! Tourism's our main source of income round here so see the sights, spend some money. Please don't leave!",510
5612,Bender,"Fry! Oh, I just knew you were still alive!  I owe you 10 bucks, Hermes!",510
5613,Fry,"Hey, you guys, the most amazing thing happened. It's two-for-one Tuesday at Krispy Kreme! Plus there's mermaids.",510
5614,Colonel,"Nice out of town folks, I'd like you to meet my daughter, Umbriel. Umbriel, these are some Yankees.",510
5615,Amy,"So, Fry, Atlanta was an American city in your time?",510
5616,Fry,I think it was just an airport. They had a place where you could buy nuts.,510
5617,Umbriel,"No! Ancient Atlanta was more than just a Delta hub. It was a vibrant metropolis, the equal of Paris or New York.",510
5618,Fry,"That's right, honey! Whatever you say.",510
5619,Umbriel,"Look at these fabulous ruins. Turner Field, the Coca-Cola bottling plant, the, uh, the airport.",510
5620,Leela,"But tell us, how could a city with such a ... fabulous airport end up underwater?",510
5621,Colonel,"Ah, now that's a story that can only rightly be told in a Chamber of Commerce video narrated by folk-rock troubadour Donovan.",510
5622,Donovan,"Atlanta was a city, landlocked,Hundreds of miles from the area we now call the Atlantic Ocean,Yet so desperate the city's desire for tourism,That they moved offshore, becoming an island,And an even bigger Delta hub,",510
5623,Donovan,"until the city overdevelopedAnd it started to sink.Knowing their fate, the quality people ran away,Ted Turner, Hank Aaron, Jeff Foxworthy,The Guy Who Invented Coca-Cola, the Magician,And the other so-called gods of our legends,Though gods they were--And also, Jane Fonda was there.",510
5624,Donovan,"The others chose to remain behindOn their porches with their rifles,And one day evolve into mermaids,And sing and dance,And ring in the new.",510
5625,Mermaids,Hail Atlanta!,510
5626,Leela,The magician?,510
5627,Bender,"Whoa, whoa, whoa. Wouldn't it take millions of years to evolve into mermaids?",510
5628,Umbriel,"Normally, yes, but the caffeine really sped things up.  That stuff's wonderful.",510
5629,Colonel,"So when Umbriel first brought home this carpet bagger, I was again' it. But, damnit, if Old Legs here ain't grown on me!",511
5630,Fry,"Aw, shucks, Colonel.",511
5631,Hermes,"Well, it's all very nice here but we should be going. I miss me wife and me oxygen.",511
5632,Farnsworth,"Yes, we all miss our loved ones and gases. Come on, Fry.",511
5633,Fry,Wait. I'm not going with you.,511
5634,Leela,"But, Fry, what about us? What about your life on the surface? You don't belong down here.",511
5635,Zoidberg,"She's right, I mean, sure, they got the Braves but it's a third-rate symphony.",511
5636,Farnsworth,"Fry, you half-mad, half-insane maniac, be reasonable. Don't you realise that if you stay at this depth your body will permanently adapt to the pressure?",511
5637,Fry,Realise it? I don't even understand it!,511
5638,Farnsworth,It means you'll never be able to return to the surface.,511
5639,Fry,I don't care. I'm staying. I've got everything I want right here.,511
5640,Farnsworth,I'm bored! Let's go!,511
5641,Zoidberg,"You know, Fry, I've got a little place just outside town. You could come visit, maybe?",512
5642,Fry,"Sorry, Zoidberg. I'm trying to join the country club.",512
5643,Bender,I'll miss you!,512
5644,Colonel,"Y'all come back now, y'hear?",512
5645,Farnsworth,"Let's go, damnit! Let's go!",512
5646,Zoidberg,"Well, I guess this is goodbye for me as well.",513
5647,Leela,Whatever.,513
5648,Amy,Later.,513
5649,Farnsworth,Bye.,513
5650,Zoidberg,No! My home! It burned down!  How did this happen?,513
5651,Hermes,That's a very good question.,513
5652,Bender,So that's where I left my cigar.,513
5653,Hermes,That just raises further questions!,513
5654,Fry,"You know, Umbriel, these last 24 hours have been the happiest days of my life.",514
5655,Umbriel,"Oh, Fry! I want you to make a mer-woman outta mer-me.",514
5656,Fry,Mercy! I do believe I'm gettin' the vapours!,514
5657,Umbriel,What the hell is that?,514
5658,Fry,Yeah I'm a little confused too. How do I ... y'know ... with the tail and all?,514
5659,Umbriel,"I'm not your first am I? I mean, I-I lay my eggs and leave and you release your fertiliser.",514
5660,Fry,"Why couldn't she be the other type of mermaid, with the fish part on top and the lady part on the bottom?",515
5661,Umbriel,Now who's gonna escort me to the Debutante Ball?,515
5662,Colonel,"Well what about that rich, young dugong from Macon?",515
5663,Farnsworth,There! The engine modifications are complete.,516
5664,Leela,Prepare for launch.,516
5665,Fry,Wait! Wait for me! Don't leave me here!,516
5666,Poopenmeyer,"And so, in honour of his record-breaking catch, I'm proud to award Bender this cheque for $1000.",517
5667,Leela,It's you!,517
5668,Bender,"Hey, buddy!",517
5669,Hermes,My Manwich!,517
5670,Leela,"Fry, are you alright? What happened?",517
5671,Amy,What about Umbriel?,517
5672,Fry,"Well, it turns out I loved her, but I wasn't in love with her.",517
5673,Amy,Trouble in bed.,517
5674,Bender,"Ah, it's great to have you back, buddy.",517
5675,Poopenmeyer,Wait a-- This is no record! Gimme back that cheque! I'm giving it to some giant orphans.,517
5676,Fry,"Ow! Bender, you're hurting me. Ow!",517
5677,Zoidberg,Hey! I'm trying to sleep in here!,517
5678,Donovan,Hail Atlanta!,517
5679,[Scene,Outside,518
5680,Bender,"Wow! I'm finally gonna see my favourite chef, TV's Elzar. Oh this is the greatest nanosecond of my life. No, this one is-- No, this one. Wait ... that one was slightly worse. Ah, so far, so good on this one.",518
5681,Announcer,"And now, here he is",518
5682,Bender,"Yeah!  Alright! Yeah, yeah, baby!",518
5683,Man,Elzar!  Alright!,518
5684,Bender,"Elzar, you're my God. Please sign this sketch I drew of you.  Oh, Elzar! Bless you!",518
5685,Elzar,Now this is why I prefer your non-stick robots.,518
5686,Bender,"Alright, yeah!",518
5687,Elzar,"Hey, I hope you folks like Cajun food.  'Cause today we're making Elzar's down-home Neptune-style gumbo. Now, step one. You wanna boil some oysters in a pot of down-home Neptune-style gumbo.",518
5688,Bender,Boiled? Interesting.,518
5689,Leela,"Bender, please try to be a little quieter.",518
5690,Bender,"No, you shut up.",518
5691,Elzar,"Of course, every now and then you'll wanna knock it up a notch with a blast from your spice weasel.  Bam!",518
5692,Bender,"Oh, yeah! Bam it again, Elzar! Knock it up another notch!",518
5693,Elzar,"Jeez, who let this guy through the metal detector?",518
5694,Bender,"Come on, you wimp! Work that weasel! Quit holding out on us.",518
5695,Elzar,"If you promise to stop interrupting, alright. Against my will, I'm gonna knock it up another notch.",518
5696,Bender,"I gotta get this notch-up-knocking on film.  Hey, Elzar, think fast.",518
5697,Elzar,"What, huh?",518
5698,Leela,Ow! My eye! I'm blind!,518
5699,Bender,Bam!,518
5700,Hattie,"Tell me, doctor, how's my cyst?",519
5701,Taco Bellevue Doctor,Grande.,519
5702,Zoidberg,I don't like the looks of this doctor. I bet I've lost more patients than he's even treated.,520
5703,Doctor #2,OK. What does this look like to you?,520
5704,Leela,Um ... a grey-ish blob?,520
5705,Doctor #2,Right.  And this one?,520
5706,Leela,Um ... a grey-ish blob?,520
5707,Doctor #2,Not as right that time. It looks like you might have some mild corneal irritation.,520
5708,Zoidberg,"Nice try, little boy. You may have your textbook knowledge and your real diploma but I have more skill in my little claw than you have in your whole carapace!",520
5709,Doctor #2,"You seem a bit tense.  Here, try these.",520
5710,Zoidberg,"Sure, butter me up with candy. But it won't work, sonny!  Why always the fighting?",520
5711,Doctor #2,Your eye just needs some rest. You'll have to wear this patch for about a week.,520
5712,Leela,"A week? What do you think, Dr. Zoidberg?",520
5713,Zoidberg,Clack.,520
5714,Zoidberg,"Thanks for the help, Leela.",521
5715,Amy,"Leela, we're right here.",521
5716,Leela,I'm not deaf. I just have to wear this stupid eye patch. Does it look stupid?,521
5717,Fry,"No! In fact, it looks so nice I think I might get one too.",521
5718,Bender,"It's Elzar again! Oh, my God, I'm so excited, I wish I could wet my pants!",521
5719,Elzar,"Leela, please, let me make this up to you. You and your friends are all invited to my restaurant tonight. I'm gonna bam you up a dinner you'll never forget.",521
5720,Amy,Alright!,521
5721,Fry,Yeah!,521
5722,Bender,Hooray for blind-y!,521
5723,Zoidberg,"Oh, God! I'm coming down!",521
5724,Elzar,"Folks, tell the neighbours to watch your mouth 'cause your taste buds are going on vacation. I made you each your own special meal, so dig in!",522
5725,Hermes,"It's the biggest Jamaican platter I've ever seen. Jerk chicken, jerk beef, jerk pork. Is there any meat this man can't jerk?",522
5726,Zoidberg,The king crab is to die for. Look! A tiny edible crown.,522
5727,Amy,What's it made of?,522
5728,Zoidberg,Wood!,522
5729,Bender,"Oh, Fry, you gotta try this sterno-nicoise!",522
5730,Fry,"No, thanks. That's robot food.",522
5731,Bender,"It's so good. Oh, just try a little!",522
5732,Fry,"No, really, I don't--  Mmm!",522
5733,Amy,"Are you doing alright over there, Leela?",522
5734,Leela,"Oh, yeah, this salad's fantastic.  So fresh.",522
5735,Farnsworth,"Oh, my. That steamed carrot was a bit spicy for me.",523
5736,Elzar,Everybody enjoy their dinner?,523
5737,Leela,Are you kidding me?,523
5738,Amy,Uh-huh.,523
5739,Bender,"God, yes, Elzar.",523
5740,Elzar,"Well, I enjoyed cooking for you. And to make everything completely square, I want you to have these complimentary after-dinner chocolates.",523
5741,Hermes,What's this under the chocolates?,523
5742,Elzar,"Yeah, you take care of that whenever you want.",523
5743,Hermes,Hey.,523
5744,Amy,A bill?,523
5745,Leela,You're charging us? After you blinded me?,523
5746,Elzar,"Hey, I made you a nice meal. This ain't a charity.",523
5747,Fry,$1200?,523
5748,Farnsworth,Holy Zombie Jesus!,523
5749,Hermes,We don't have that kind of money. Especially not Zoidberg.,523
5750,Zoidberg,They took away my credit card.,523
5751,Elzar,"OK, OK, wait. I know how to take care of this, no problem.",523
5752,URL,You deadbeats are under arrest. It's a stone cold shame.,523
5753,Smitty,He's making a break for it. Get him!,523
5754,Fry,No! No! I was just picking my nose.,523
5755,Smitty,He's picking his nose. Get him!,523
5756,Smitty,"The old dine-and-dash, huh? My daddy owned a restaurant and it's punks like you who kept it from going regional. That's why I became a cop.",524
5757,URL,"Now it's payback time. Aw, yeah!",524
5758,Zoidberg,Please don't hit me. I'm brittle!,524
5759,Bender,"Hey, wait a second. I've got the perfect solution.",524
5760,Zoidberg,Listen to the smart robot.,524
5761,Bender,"I love cooking and Elzar's ass loves getting kissed, right?",524
5762,Elzar,No question.,524
5763,Bender,"So, how 'bout I work part-time at the restaurant to pay off our debt?",524
5764,Elzar,I don't know. I usually hire people who are a little less unbearable.,524
5765,Hermes,"Oh, Bender's a model employee.",524
5766,Amy,He's so polite.,524
5767,Leela,And hard-working.,524
5768,Fry,He's made of candy.,524
5769,Elzar,"OK, fine, I'll give it a shot.",524
5770,Fry,Alright!,524
5771,Hermes,Yes!,524
5772,Bender,Hot diggety!,524
5773,Smitty,You'd better keep your nose clean.,524
5774,Bender,That'll be easy. I never wear the damn thing.,524
5775,Hermes,Ah! Time for my precious 10am meeting.  Where in Legoland is Leela?,525
5776,Leela,"I'm here and I'm getting along just fine, thank you. My walk to work today just took a little longer than usual. Nibbler took me through the zoo for some reason.",525
5777,Amy,"Leela, a little help is nothing to be embarrassed about. Like, maybe I could do your makeup.",525
5778,Leela,I don't need help. For your information I did this all by myself.,525
