,Quotes,Characters
4929,I dont know Fry For the first time in my life I feel like Ive stolen enough,Bender
4931,Sorry I dont know what came over me Lets go  I love stealing I love taking things,Bender
4933,Come on boy jump  Good boy,Fry
4935,My God Four identical castles,Fry
4936,Each more identical than the last,Bender
4937,Thats weird Its another Cyclops only this one has five eyes,Fry
4938,And heres another one with no eyes,Bender
4940,Saving a race of oneeyed monsters Who could object to that,Farnsworth
4948,Hey Alcazar you left somebody off the guest list,Fry
4951,Oh yeah Then what about this,Fry
4957,And maybe youd like to meet her  And her,Fry
4959,A little Thats why Ive decided to hurt you until you explain it,Leela
4965,But why did you have all five weddings on the same day,Leela
4967,Alright Alcazar I just have one last question for you,Leela
4969,If you can change form why didnt you change it in the one place that counts,Leela
4970,Thanks for saving me from that creep Fry,Leela
4972,I guess I was so desperate to find out who I really was I forgot who I really was,Leela
4973,No harm done In the many decades youll work to repay me for that shipment of popcorn you destroyed youll have plenty of time to search for your true home,Farnsworth
4974,Yeah I mean how many planets can there be,Leela
4975,Good news everyone The university is bringing me up on disciplinary charges Wait thats not good news at all,Farnsworth
4976,Whatever you did Professor Im sure theres a reasonable explanation,Leela
4977,Yes but they wont listen Everyones always in favour of saving Hitlers brain but when you put it in the body of a great white shark ooh suddenly youve gone too far,Farnsworth
4979,Listen to me you pompous frauds If Im going down Im taking you all with me Dean Vernon I know the truth,Farnsworth
4984,And you Coach Smalley or should I say Coach hairpiece,Farnsworth
4985,No Professor Its a surprise party for your 150th birthday,Leela
4987,Good evening Im  Whoa sorry Im Bender and Ill be emceeing this roast Yknow they say you can judge a man by the company he keeps So heres the Professors oldest friend a grotesque stinking lobster,Bender
4989,Where would the Professor be without students who love and respect him Right there  But seriously of all the former crew members of the Professors delivery ship our next speaker is by far the most alive Captain Musky,Bender
4991,And now a man who needs no introduction  Fry get up there,Bender
4993,And before long he blossomed into a greasy teenager,Leela
4995,And even as he nears his 150th birthday the Professor retains the fiery passion of youth,Leela
4996,Listen you pompous frauds If Im going down Im taking you all with me,Farnsworth
4997,How bout a few words Professor,Bender
5000,Uh what a pleasure it is to see my lifetime of accomplishment summed up in a 3minute film My best years are behind me So much left undone So little time,Farnsworth
5003,No it isnt You have another 10 years left,Leela
5004,Leela He could live another 100 years,Fry
5005,No he couldnt When you turn 160 robots from the Sunset Squad take you to a mysterious planet and you never return,Leela
5006,Wow a whole planet of old people Where is it,Fry
5008,So many loves halfloved so many inventions halfinvented That damn time machine alone set me back 15 years,Farnsworth
5010,Theres no one to carry on after Im gone No one to take care of my work and my research and my fabulous fortune  By God thats it Ive got to name a successor,Farnsworth
5013,Theres no time to lose Im off to my lab to build a successornaming machine,Farnsworth
5014,Man the Professors been in his lab for days,Fry
5015,I hope he didnt die Unless he left a note naming me his successor Then I hope he did die,Bender
5020,Look the Professor trusts me with a giant spaceship He wouldnt trust the rest of you with his dentures,Leela
5022,Sorry everyone but need I remind you Blood is thicker than water,Fry
5024,Everyone I have a very dramatic announcement So anyone with a weak heart should leave now Goodbye,Farnsworth
5026,Oh oh yes the announcement As you all know I am not long for this world,Farnsworth
5031,So Ive picked my successor Its someone in whom I have great faith  even though his mind is undeveloped and hes accomplished nothing  My closest living relative,Farnsworth
5033,My clone Cubert Farnsworth,Farnsworth
5035,Crud Can I at least be in charge of your dentures,Fry
5037,Where did Cubert come from,Fry
5038,12 years ago I began the cloning process by removing some skin cells from one of the shapelier growths on my back,Farnsworth
5039,Wait If hes your clone why doesnt his nose look like yours,Leela
5040,I left him in his first tube too long and he got squished up against the side,Farnsworth
5041,Is he dumb or just ugly,Bender
5051,Uh  me no speaka the English,Bender
5055,Im pending para un bending,Bender
5056,Oh Cubert come in here I have something amazing to show you,Farnsworth
5060,As my successor Im trusting you to carry on my work These are just some of the halffinished inventions youll spend your life finishing,Farnsworth
5062,Thats my prizewinning Smellescope If a dog craps anywhere in the universe you can bet I wont be out of the loop  And this is my universal translator Unfortunately so far it only translates into an incomprehensible dead language,Farnsworth
5067,Why certainly Step over here,Farnsworth
5068,These are the dark matter engines I invented They allow my starship to travel between galaxies in mere hours,Farnsworth
5070,Of course not Thats why scientists increased the speed of light in 2208,Farnsworth
5072,And what makes my engines truly remarkable is the afterburner which delivers 200 fuel efficiency,Farnsworth
5074,Not at all Its very simple,Farnsworth
5076,Now thats impossible It came to me in a dream and I forgot it in another dream,Farnsworth
5078,Nothing is impossible Not if you can imagine it Thats what being is a scientist is all about,Farnsworth
5080,Oh my God Oh my God Its Elzar the TV chef Oh kill me now people,Bender
5082,Oh Elzar everythings so good,Bender
5085,Oh its a gem of an evening I feel so wonderful having someone to take over my lifes work And its all thanks to Cubert,Farnsworth
5089,ButBut what about my hopes and my dreams and my wonderful inventions,Farnsworth
5094,Bad news everyone By the time you watch this tape Ill be gone leaving behind me nothing but a history of failure and my original hipbones You see Ive been lying about my age Im not actually 150 Im 160 Oh vanity thy name is Professor Farnsworth And now that I have nothing to live for Ive alerted the Sunset Squad robots to take me away,Farnsworth
5095,Goodbye cruel world   and the cute little pompom curtain pull cords cruel though they may be a,Farnsworth
5096,And now that Ive nothing to live for Ive alerted the Sunset Squad robots to take me away,Farnsworth
5100,I know youre all very upset especially Bender,Farnsworth
5101,Well life goes on Except for you,Bender
5102,Im sure that Bender has just made a cutting remark but he doesnt know I taped over his soap operas to record this message,Farnsworth
5104,Weve gotta get him back,Fry
5106,Nothing is impossible Youd know that if you really took after the Professor like I do,Fry
5110,Quiet I think I know how to find the Professor,Leela
5112,If the Smellescope can pick up the Professors odour we may have a chance to save him,Leela
5114,Im zeroing in on him   letters to the editor Its the Professor,Leela
5116,To the left  Uturn Uturn,Fry
5118,No were not you little bedwetter Oops Im sorry,Bender
5119,There it is The NearDeath Star,Leela
5120,OK well tell them the Professor escaped and were bringing him back Fry youll have to dress up like a 160yearold man,Leela
5123,Now they may ask for a DNA sample,Leela
5124,Id like to see them find it,Fry
5126,I think I know where to get some,Bender
5128,Cause youre too ugly to be a wart,Fry
5129,Your Medicare dollars at work,Leela
5131,Uh this is Professor Hubert Farnsworth He escaped,Leela
5137,Got a hot steaming batch right here,Bender
5139,Eh keep the change buddy,Bender
5142,Uh  IIve got talking hump syndrome,Fry
5148,So this is where they stick old people Its horrific,Fry
5149,At least it keeps them from driving,Leela
5150,Brace yourself for the worst,Leela
5151,And yet he looks so natural,Bender
5153,Hes hooked up to a lifesupport system  We have to disconnect him very very carefully or the shock could kill him,Leela
5161,Were probably gonna make it but we might not,Leela
5165,Come on Leela Step your big boot down on the gas pedal,Fry
5166,Theyve blown out one of our engines,Leela
5167,Fix it Fix it Fix it Fix it Fix it Fix it Fix it Fix it Fix it,Fry
5168,Only the Professor knows how to fix it We have to wake him up,Leela
5170,Your social security cheque is late Stuff costs more than it used to Young people use curse words,Bender
5171,Damnit well have to fix the engine ourself,Fry
5172,We cant you bastard No one knows how it works Its impossible,Leela
5180,Im as spry as a 140yearold  See I only broke one ankle,Farnsworth
5181,So what were they doing to you in that awful drawer,Fry
5182,Oh they had me hooked up to a bizarre virtual world that seemed absolutely real,Farnsworth
5184,It was as though I were living in a facility in Florida with hundreds of other old people All day long wed play bingo eat oatmeal and wait for our children to call,Farnsworth
5185,Its a hundred times more horrible than anything I could imagine,Leela
5186,Oh my yes Thank you all for saving me Especially you my little clone No matter what you decide to do with your life Im still proud of you,Farnsworth
5188,Dont worry son you will Incidentally you might want to read up on a condition known as wandering bladder,Farnsworth
5190,No reason No reason at all,Farnsworth
5192,Im having a poker game tonight with some friends from my old cryogenics job You guys interested,Leela
5193,I dont know I only gamble with chumps,Bender
5197,Were playing poker But Im warning you my friends are serious players,Leela
5199,Wow You look happy Is someone fired,Fry
5201,Hermes wait Were having a poker party Stay and whip off a batch of your famous jerk dip,Leela
5203,Jamaican I thought you were some kinda outerspace potato man,Fry
5204,Ah that must be my old boss,Leela
5210,But you never wore your ring I didnt know you had a wife,Leela
5212,Come on lets deal Youll have plenty of time to talk when youre poor,Bender
5213,Whats with the specs Bender,Fry
5214,Theyre my lucky shades I stole them off some lucky guy while his lucky seeing eye dog was taking a whiz,Bender
5218,It doesnt matter how many human females you have Benders on a hot streak,Fry
