,Characters,Quotes,Characters_consolidated
4705,BENDER,"What do you mean, ""we""?",BENDER
4707,BENDER,"Hey, Bender the Offender doesn't need you. Bender the Offender doesn't need anybody!",BENDER
4709,BENDER,Well obviously I need floozies! Let's roll!,BENDER
4710,BENDER,"Howdy, chief. For my next bout, what do you say I fight these two bimbos in some mud?",BENDER
4712,BENDER,What if I told your we wouldn't be fighting in the conventional sense?,BENDER
4715,BENDER,"Those morons! I said pea berry, not sandalwood!",BENDER
4717,BENDER,But the crowd loves me.,BENDER
4720,BENDER,"Oh, yeah?  Well what if I don't let the new guy win?",BENDER
4723,BENDER,(squeaky) See you at the fight.,BENDER
4724,BENDER,"So then I said, ""See you at the fight"". And that's the story.",BENDER
4725,FRY,"Man, I thought Ultimate Robot Fighting was real, like pro wrestling. But it turns out it's fixed, like boxing.",FRY
4726,BENDER,"It's one thing to win a fixed fight -- there's dignity in that. But to lose? And in this atrocity? I can't do it! Leela, you gotta train me to win.",BENDER
4727,LEELA,"No way! If you wouldn't take my help when you didn't need it, why should I give it to you now when you do need it?",LEELA
4728,FARNSWORTH,What the hell are you talking about?,FARNSWORTH
4729,LEELA,I don't know. But I'm not helping.,LEELA
4735,LEELA,"Not Fnog! Bender, let's hit the gym. I'm gonna teach you to fight like a girl!",LEELA
4736,BENDER,(determined) I'll put on my tutu!,BENDER
4741,LEELA,"According to the script, you're supposed to prance out and tickle him with your fairy wand. Instead, I want you to prance out and kick his head off!",LEELA
4742,BENDER,"Got it. Large kickle, hold the tickle!",BENDER
4744,BENDER,"Sorry, buddy. Here you go!",BENDER
4747,FARNSWORTH,"Oh, good. Just let me put on my reading glasses.  Why, Zoidberg, there's a lovely photo of you in here.",FARNSWORTH
4753,LEELA,"Keep laughing, Fnog!  Ready, Bender?",LEELA
4754,BENDER,"I was born ready! Gimmie the bell! Did you hear a noise?  Final boarding call for flight 406, non-stop service to pain.  Now boarding standby passengers--",BENDER
4756,BENDER,"(weakly) Fry! Throw in the towel!  For God's sakes, Fry!",BENDER
4759,LEELA,"OK, Fnog, that's enough. Call him off. Fnog?  Hmm.",LEELA
4760,BENDER,Why won't anyone help me?,BENDER
4761,LEELA,"So, once more we meet again.",LEELA
4763,LEELA,"You didn't train Destructor. You're just controlling him like a puppet. I mean, cheating in a fake fight. That's low!",LEELA
4765,LEELA,"(ironic) Oh, right. Girls lack the will of the warrior!",LEELA
4766,BENDER,Huh? It's bendering time!  Take this. And this!,BENDER
4768,BENDER,"I think you misunderstood the concept of ""bendering time""!",BENDER
4776,FRY,Bender? How did the fight go? I heard somebody got flattened!,FRY
4778,FARNSWORTH,Poor little guy starved to death.,FARNSWORTH
4779,LEELA,"I'm proud of you, Bender. Sure, you lost. You lost bad. But the important thing is I beat up someone who hurt my feelings in high school.",LEELA
4780,BENDER,I'm in tremendous pain here.,BENDER
4782,BENDER,Yes! I'm the greatest! The greatest!,BENDER
4789,FARNSWORTH,"Good news everyone! Several years ago I tried to log on to AOL, and it just went through! Wheee! We're online!",FARNSWORTH
4790,FARNSWORTH,Go ahead! Get into these net suits. I designed and tested them myself.,FARNSWORTH
4791,LEELA,It smells like burning recess monkey.,LEELA
4792,FARNSWORTH,Really? I guess when you're around it all day you stop noticing. Off you go.,FARNSWORTH
4795,FRY,My God! It's full of ads!,FRY
4798,LEELA,It's got every piece of information anyone could ever want.,LEELA
4802,BENDER,No it isn't. I just took some pictures of your face and stuck them on someone else's body.,BENDER
4807,BENDER,I'm telling you Fry they've got a chatroom for everybody. And here it is.,BENDER
4809,LEELA,Yeah. I'll stick with this one thank you.,LEELA
4811,BENDER (SEXFULLY),"Hi, I'm a naughty nurse and I really need someone to talk to. 9.95 a minute.",BENDER
4813,BENDER,So how 'bout them Knicks?,BENDER
4818,LEELA,"I'm a woman if that's what you mean. I don't like to play games so I'll just say I'm a cyclops, I'm a spaceship captain, I'm the only one of my species and I'm interested in meeting a man.",LEELA
4820,FRY,"Well, thanks to the internet, I'm bored with sex. Is there a place on the web that panders to my lust for violence?",FRY
4821,BENDER (SARCASTIC),Is the space pope reptilian?,BENDER
4823,LEELA,"We call it a ""video game.""",LEELA
4824,FRY (SARCASTIC),"Uh, ""video game"" you say? Well golly gee, you mighty spacemen of the future will have to show me how it works.",FRY
4826,FARNSWORTH,"Everyone please sign off, we have a delivery. Plus I have to use the phone -  Leela please tell the others that -",FARNSWORTH
4829,LEELA,I can't believe it. I've dreamed of this moment all my life.,LEELA
4831,LEELA,"Fry, you idiot. Ever since I was abandoned on Earth I've been searching for who my people are and where they come from. Then I finally meet another Cyclops and you blast him. You wrecked my one chance to learn who I am.",LEELA
4832,FRY,Oh Leela. I feel terrible. If there's anything I can ever do -  Gotcha!  I won! I'm the greatest!,FRY
4833,LEELA,Come on. We have worked to do.,LEELA
4834,FRY,Are you still mad at me for wrecking your once in a lifetime chance to learn the meaning of your existence?,FRY
4835,LEELA,"No, I'm just happy you were able to win a video game. Now lets concentrate on getting this desperately needed popcorn to the people of Cineplex 14 OK?",LEELA
4841,FRY,Too bad we gotta make that urgent popcorn delivery.,FRY
4843,LEELA,After a whole life of searching I may finally have found where I belong.,LEELA
4845,LEELA,Look at that statue. It's only got one eye.,LEELA
4848,LEELA,Alkazar?  Are you real? Or am I seeing single?,LEELA
4850,LEELA,"After all this time. Somebody else with one eye who isn't a clumsy carpenter or, uh, a kid with a BB gun.",LEELA
4854,LEELA,There's so much information and yet somehow I feel as if I know it all already.,LEELA
4856,FRY,"Hmm, you got any sacred artwork of her from the back?",FRY
4862,FRY,Is that anything like a cemetary 'cause I gotta take a leak.  Ow!,FRY
4863,LEELA,"Fry, that's offensive to our people. Isn't it?",LEELA
4866,LEELA,"Oh no not at all. If anything, I'm more impressed.",LEELA
4867,BENDER,Ooo! I'm gonna need to make some room!,BENDER
4869,LEELA,It's all so sad. What happened to our people?,LEELA
4872,LEELA,I heard you from my room. What's wrong?,LEELA
4874,LEELA,"Please, is it bout the fate of our people? Because I'm very interested in that.",LEELA
4883,LEELA,"Alkazar, I used to be a baby, it might have been me!",LEELA
4889,LEELA,You're a male and I'm a female.,LEELA
4893,LEELA,"Uh, sure OK. What do you take with that?",LEELA
4895,LEELA,Maybe after breakfast we can talk about rebuilding our civilisation.,LEELA
4896,FRY,Mmm! Great pancakes Leela!,FRY
4902,LEELA,Look Al. I know you've been living alone a long time and I can sympathise but I'm not your maid.,LEELA
4904,LEELA,"OK OK, I'll do the dishes.  Hey where'd they go?",LEELA
4905,BENDER,"Ah, Leela's experiencing the greatest joy a woman can feel: Worshipping some lowlife jerk.",BENDER
4906,FRY,He may be some lowlife jerk but I don't trust him. I think he's hiding something and I'm gonna find out what it is.,FRY
4908,LEELA,Al? I did my hair the way you wanted it.  Who are these people?,LEELA
4910,LEELA,"Hey, where'd you get this couch and that TV set and all this stuff?",LEELA
4912,LEELA,"Too bad they weren't giving away the three things you actually need: Mouthwash, a back wax and stain-proof underwear.",LEELA
4915,LEELA,"Come on Al, can't you let the little guy out?",LEELA
4917,LEELA,Why were you sneaking into my people's forbidden valley?,LEELA
4918,FRY,"'Cause I think Alkazar's hding something. Listen Leela, you may not like it, you may not believe it, you may not wanna hear it but Alkazar's a jerk, he's bad for you. He -",FRY
4921,LEELA,Fry if it's obvious to you with your learning disability then of course it's obvious to me! He's crude and gross and he treats me like a slave.,LEELA
4922,FRY,Then dump his one eyed ass.,FRY
4923,LEELA,I can't. If I leave Alkazar then that's the end of the Cyclops race. And I won't let that happen. Even if that means a lifetime of unhappiness.,LEELA
4924,LEELA,I'll break up with him at dinner.,LEELA
4928,FRY,C'mon Leela you deserve better than this guy! Dump him already!,FRY
4938,FRY,"Pst, Leela. you've got to get me out of here. It's horrible, eating scraps, letting my waste drop wherever it falls like an animal in the zoo.",FRY
4939,LEELA,Animals go in the corner.,LEELA
4940,FRY,The corner! Why didn't I think of that?,FRY
4941,LEELA,"Look Fry I'd like to help you but it's my wedding and I'm kind of busy.  Here, try to be happy for me. That way at least one of us will be.",LEELA
4942,FRY,That's it! It's time for this bird to walk.,FRY
4943,FRY,Bender come on. We've got to get some dirt on Alkazar. Lets go and find out what makes the Forbidden Valley so forbidden.,FRY
4945,FRY,But there's probably some cool forbidden stuff you can steal.,FRY
4946,BENDER,I don't know Fry. For the first time in my life I feel like I've stolen enough.,BENDER
4947,FRY,"Bender, snap out of it!",FRY
4948,BENDER,"Sorry I don't know what came over me. Let's go.  (singing) I love stealing, I love taking things!",BENDER
4950,FRY,"Come on boy, jump!  Good boy!",FRY
4952,FRY,My God! Four identical castles!,FRY
4953,BENDER,Each more identical than the last!,BENDER
4954,FRY,"That's weird. It's another Cyclops, only this one has five eyes.",FRY
4955,BENDER,And here's another one with no eyes.,BENDER
4957,FARNSWORTH,Saving a race of one-eyed monsters? Who could object to that?,FARNSWORTH
4965,FRY,"Hey Alkazar, you left somebody off the guest list.",FRY
4968,FRY,Oh yeah? Then what about this?,FRY
4974,FRY,And maybe you'd like to meet her.  And her.,FRY
4976,LEELA,A little. That's why I've decided to hurt you until you explain it.,LEELA
4982,LEELA,But why did you have all five weddings on the same day?,LEELA
4984,LEELA,"Alright Alkazar, I just have one last question for you.",LEELA
4986,LEELA,"If you can change form, why didn't you change it in the one place that counts?",LEELA
4987,LEELA,Thanks for saving me from that creep Fry.,LEELA
4989,LEELA,"I guess I was so desperate to find out who I really was, I forgot who I really was.",LEELA
4990,FARNSWORTH,"No harm done. In the many decades you'll work to repay me for that shipment of popcorn you destroyed, you'll have plenty of time to search for your true home.",FARNSWORTH
4991,LEELA,"Yeah. I mean, how many planets can there be?",LEELA
4995,LEELA,I'm having a poker game tonight with some friends from my old cryogenics job. You guys interested?,LEELA
4996,BENDER,I don't know. I only gamble with chumps.,BENDER
5000,LEELA,"We're playing poker. but I'm warning you, my friends are serious players.",LEELA
5002,FRY,"Wow, you look happy. Is someone fired?",FRY
5004,LEELA,"Hermes, wait! We're having a poker party. Stay and whip off a batch of your famous jerk dip.",LEELA
5006,FRY,Jamaican? I thought you were some kinda outer space potato man.,FRY
5007,LEELA,Ah that must be my old boss.,LEELA
5013,LEELA,But you never wore your ring. I didn't know you had a wife.,LEELA
5015,BENDER,"C'mon, let's deal. You'll have plenty of time to talk when you're poor.",BENDER
5016,FRY,What's with the specs Bender?,FRY
5017,BENDER,They're my lucky shades. I stole them off some lucky guy while his lucky seeing eye dog was taking a whiz.,BENDER
5021,FRY,"It doesn't matter how many human females you have, Bender's on a hot streak.",FRY
5022,BENDER,"Uh, what can I say? Must be my lucky shades!  Nothing, nothing, crap, crap, garbage.  Read 'em and leak saltwater!",BENDER
5026,BENDER,If I were you I'd be more worried about that tapeworm going to town on your intestines.,BENDER
5030,BENDER,"Guys, I swear those are prescription. I need them for reading stuff - on the other side of stuff.",BENDER
5036,BENDER,"Uh, it was ghosts! Big ones! And a tornado!",BENDER
5038,FRY,Aw hey c'mon don't worry. We'll watch you clean up.,FRY
5045,FRY (WHISPERING),"Jeez Hermes, you seem awfully calm about this.",FRY
5051,LEELA (SHOUTING),Don't do it Hermes! You have so much to live for!,LEELA
5067,LEELA,Fry got his head stuck in a crater.,LEELA
5068,FRY (ASHAMED),I thought it would fit.,FRY
5070,BENDER,Martini drinking contests with the autopilot. I would've had him this time but we ran out of olives.,BENDER
5073,LEELA (QUIETLY),"What is this, high school?",LEELA
5078,BENDER (ASHAMED),"Hey, sometimes a guy gets lonely.",BENDER
5080,FRY,"Uh, I can explain that. See, it used to be milk and, well, time makes fools of us all.",FRY
5082,FRY,"Uh wait, this is the other Fry's locker. I'm Phry with a ""Ph.""",FRY
5083,FRY,What the hell's going on? I thought you were anti-dirty not pro-dirty.,FRY
5087,FRY,Just like very other girl I've dated.,FRY
5095,FARNSWORTH,That's a full time job.,FARNSWORTH
5101,LEELA,"Bender, what happened to you?",LEELA
5102,BENDER,"Morgan made me walk the Professor. There we were in the park when suddenly some old lady says I stole her purse. I chucked the Professor at her but she kept on coming. So had to hit her with this purse I found. Ah, the point is it's Morgan's fault. That pencil pushing scazwag.  Why if she were here I'd - Uh oh is she behind me?",BENDER
5108,FRY,"Uh wait, Bender's my rooommate. He could be back any second.",FRY
5110,BENDER,"Hey Fry, I made you a candle with - What the?  Oh now I see! Now I get it. Now the pieces are falling into place. The office, the promotion, that dwarf in my book club who steals my opinions.  It's all coming together now!",BENDER
5111,BENDER,I must say this opens my eyes! Another case closed my dear Watson.,BENDER
5112,FRY,"Morgan, come back! He's stuck in a loop!",FRY
5113,BENDER,For I was blind but now I see!,BENDER
5114,BENDER [FROM INSIDE],The cat's out of the bag now!,BENDER
5116,BENDER,Oh you didn't understand? Well let me explain. You......were having sex with you.,BENDER
5118,BENDER,"That's what makes it so juicy. Its the forbidden fruit angle everybody loves. First I'll say ""You'll never guess who saw Fry and Morgan doing it!"" and they'll say ""Who Bender, who?"" and I'll say ""It was lovable......old Bender.""",BENDER
5119,FRY,"Hey, what did you do to him?",FRY
5121,FRY,"But, but...Bender need brain...for...smart making!  What did you do now? Stop doing things!",FRY
5123,FRY,"No, he was a bad friend. I want him back right now.",FRY
5125,FRY,I'm sick of you and your bureaucracy.,FRY
5127,LEELA,You and Morgan were having an affair?,LEELA
5128,FRY,I couldn't help it. She loved me because of the part of me that's a slob and I loved her because of the part of me that's desperate.,FRY
5129,FRY,Poor Bender. Without his brain he's become all quiet and helpful. We've got to go to the Central Bureaucracy and get that disk back!,FRY
5133,LEELA,"Well, those arguments aside, we're still going.",LEELA
5134,FARNSWORTH,You can't just waltz into the Central Bureaucracy. It's a tangled web of red tape and regulations. I've never been but a friend of mine went completely mad trying to find the washroom there.,FARNSWORTH
5135,LEELA,Then we'll need a guide. Someone who's been there before.,LEELA
5136,FARNSWORTH,Oh I've been there. Lot's of times!,FARNSWORTH
5140,FRY,"Man, how long is this gonna take?",FRY
