,Characters,Quotes,show
3657,homer,all right.  everybody in the pool!,simpsons
3662,homer,"don't worry, boy.  when you get a job like me, you'll miss",simpsons
3668,homer,"ah, there's nothing like rising with the sun for a quiet,",simpsons
3690,homer,but why?  she's such a fox.,simpsons
3703,homer,not everything.  there's still the little matter of the,simpsons
3704,homer," oh, i see.  then everything is wrapped up in a neat",simpsons
3709,homer,"lisa, stop the racket.  i'm trying to fix your mother's camera.",simpsons
3726,homer,"you're steering fine, boy.  hard to the right!",simpsons
3727,homer,jackknifed sugar truck!   sugar?,simpsons
3728,homer,"don't worry, buddy.  here's a quarter; call for help at the",simpsons
3730,homer,"we've hit the jackpot here!  white gold, texas tea!  ...",simpsons
3732,homer,"read your town charter, boy.  ""if foodstuff should touch the",simpsons
3737,homer,that's because i've loaded it with sugar!,simpsons
3740,homer,"those are prizes!   ooh, a blasting cap.",simpsons
3753,homer,and you didn't think i'd make any money.  i found a dollar while,simpsons
3755,homer,woo hoo!  a four-day weekend.,simpsons
3765,homer, must...protect...sugar.  thieves everywhere.  the strong,simpsons
3766,homer," in america, first you get the sugar, then",simpsons
3768,homer,"oh, am i?  am i really?  ah ha!",simpsons
3769,homer,"you see, marge?  do you see?",simpsons
3771,homer,"never, marge!  never.  i can't live the button-down life like",simpsons
3784,homer,bees are on the what now?,simpsons
3785,homer,"no!  my sugar is melting.  melting!  oh, what a world.",simpsons
3786,homer,"it's ok, marge.  i've learned my lesson.  a mountain of",simpsons
3795,homer, wha?  what's wrong?  house run away?  dog's on fire?,simpsons
3809,homer,mmm...invisible cola.  ,simpsons
3810,homer,mmm...forbidden donut.  ,simpsons
3811,homer,{mmm...sacrilicious.  },simpsons
3816,homer,"marge, i want you to stop seeing the jacques.  you can let him",simpsons
3817,homer,"whew!  that was a close one, kids.",simpsons
3820,homer,"ehh, she hit the bottle pretty hard and lost her job.",simpsons
3834,homer,"wait a minute, marge.  love isn't hopeless.  maybe i'm no expert",simpsons
3836,homer,"oh, everything's too damned expensive these days.  look at",simpsons
3838,homer,"no, no, no, no, no, no, no, no, no.  ask your mother.",simpsons
3844,homer, tv town!  hammock land!,simpsons
3847,homer,embarrassed?  what are you talking about?,simpsons
3849,homer,"heh heh heh, hey look, marge!  they're still not fighting back.",simpsons
3853,homer,"lobster hat, fishnet speedo junior, wheelie shoes, ""invisible",simpsons
3855,homer,"ok, let's make a pact.  this is going to be the best vacation",simpsons
3856,homer,"ah, the interstate.  fasten your seat belts, kids",simpsons
3857,homer,"don't worry, i've got an ace up my sleeve.",simpsons
3858,homer,"{oh my god...what'll i do, what'll i do?}",simpsons
3860,homer,"{ the whole trunk's full of 'em, marge!",simpsons
3861,homer,and now to absorb some local color through the magic of am radio.,simpsons
3863,homer," we don't need to do that, marge.  i'm not tired, i'm",simpsons
3865,homer," north...south...aw, nuts to this!  i'm going to",simpsons
3867,homer,"trust me, marge.  with today's modern cars, you _can't_ get lost,",simpsons
3868,homer,one adult and four children.,simpsons
3869,homer,"well, ok, if it's fun...let's see, uh...i'll take $1100 worth.",simpsons
3882,homer,it _is_ the seventies!  right down to the smallest detail.,simpsons
3894,homer,"aw, i kicked one of those stupid itchy characters in the",simpsons
3899,homer,"but marge, i was a political prisoner!",simpsons
3901,homer,i kicked a giant mouse in the butt!  do i have to draw you a,simpsons
3905,homer,"back, you robots!  nobody ruins my family vacation but me...and",simpsons
3907,homer,"what are you, the narrator?",simpsons
3912,homer,"die, bad robots, die!   with a dry, cool wit like that, i",simpsons
3917,homer,but there are five of us.,simpsons
3922,homer,"nonononono, guys...i'm not very political -- i usually think",simpsons
3928,homer,"when _i'm_ driving the car, _i_ get to choose the radio station.",simpsons
3929,homer, i can't take this any more!  let's switch back.,simpsons
3931,homer,"yes, ma'am.  sideshow bob, yakking it up on the old yak box.",simpsons
3945,homer, hmm...i don't agree with his bart-,simpsons
3946,homer,"aah!  it's the rapture!  quick, get bart out of the house before",simpsons
3948,homer,"i know what you're up to, mayor terwigiger.  and no one in my",simpsons
3951,homer,we're going to lose our house and end up living under a bridge,simpsons
3957,homer,stuck-up riverdale punks...think they're too good for me!,simpsons
3972,homer,"what's that, boy?  we're in control?  hey, look!  i can see my",simpsons
3975,homer,"well, it was a long trip, but we're almost there.",simpsons
3977,homer,"well, it's been two long trips, but we're finally almost there",simpsons
3982,homer, i'll kill you...i'll kill all of you!,simpsons
3983,homer,"sorry, sorry.  don't worry...there's plenty i can do to keep",simpsons
3986,homer,why should i kill my family?,simpsons
3987,homer,you don't look so happy.,simpsons
3989,homer,"so what do you think, marge?  all i need is a title.  i was",simpsons
3990,homer," i'm mike wallace, i'm morley",simpsons
3994,homer,"television!  teacher, mother,  secret lover.",simpsons
3996,homer,"you know, marge, i've had my share of troubles, but sitting here",simpsons
3998,homer,aah!  get it off!  get it off!   get it off,simpsons
4000,homer,this shouldn't be too hard to fix...with the right tools.,simpsons
4001,homer,there...better than new!,simpsons
4002,homer,i've gone back to the time when dinosaurs weren't just confined,simpsons
4003,homer,"aah!  ok, don't panic -- remember the advice your father gave you",simpsons
4004,homer,fine.  as long as i stand perfectly still and don't touch,simpsons
4005,homer,phew!  i'm back.  [walks up stairs to kitchen where family eats,simpsons
4006,homer,"hey, what the hell is that geek flanders doing on tv?",simpsons
4008,homer, what the hell are you smiling at?,simpsons
4009,homer,"oh no, they're gaining on me.  wait!  i have an idea!",simpsons
4010,homer,this time i'm not going to touch a thing.,simpsons
4011,homer," hey, where is everybody?",simpsons
4015,homer,"hmm, fabulous house, well-behaved kids, sisters-in-law dead,",simpsons
4018,homer,what's my name?  what color is the sky?  what of donuts?  what?!,simpsons
4020,homer,nothing...nothing at all.  let's just eat.,simpsons
4028,homer,"uh oh, it's seeping in.  stupid cheap weatherstripping!",simpsons
4049,homer,{i can't believe my little boy is already going on his first,simpsons
4051,homer,"{no, it's not that.  didn't you hear?  they have no bananas!",simpsons
4068,homer,probably misses his old glasses.,simpsons
4070,homer,"yeah, and then we'd get the chair.",simpsons
4072,homer,"it was, marge, admit it.",simpsons
4082,homer,"oh, good.  here comes the collection plate!",simpsons
4084,homer,"we can spare it, marge!  we've been blessed.",simpsons
4088,homer, stop him!  he's headed for the window!,simpsons
4089,homer,"son, if you can look me in the eye and say you didn't take the",simpsons
4090,homer,why you little --  how can you look me in the eye,simpsons
4094,homer,"see, son?  telling the truth isn't so bad.",simpsons
4121,homer,whew!  that's all of 'em.   and i'm,simpsons
4124,homer," ah, the mysteries of life.",simpsons
4128,homer," sports, sports, sports, sports, sports,",simpsons
4130,homer,"ok son, just remember to have fun out there today.  and if you",simpsons
4131,homer,"well, boy, you won.  so i'm going to live up to my side of the",simpsons
4134,homer,"lisa, if the bible has taught us nothing else -- and it hasn't --",simpsons
4139,homer,"ok, hotshots, now that my daughter is on your team, i want to",simpsons
4141,homer, i don't want anyone to,simpsons
4143,homer,"we're laughing _with_ her, marge.  there's a big difference.",simpsons
4150,homer,"aw, sorry bart, lisa and i are going out for a gelato.  we'd ask",simpsons
4156,homer,"wow...eye of the tiger, mouth of a teamster!  just think of all",simpsons
4169,homer,"ok... all right, pie, i'm just going to do this.",simpsons
4174,homer,"hey!  apu just called.  this friday, lisa's team is playing",simpsons
4176,homer, i asked for ketchup!  i'm eating salad here.,simpsons
4178,homer,"moe, what are you doing here?",simpsons
4184,homer,"now that we're all alone, marge, admit it",simpsons
4185,homer,"oh, so you're a bart woman, are you?",simpsons
4186,homer,"well, you can't possibly like maggie best.  what's she ever done?",simpsons
4191,homer,"oh my god, marge.  a penalty shot with only four seconds",simpsons
4193,homer, they're both losers.  losers!,simpsons
4196,homer,"ooh, you like sweets, kids?  i know a place that's sweeter than",simpsons
4198,homer,they hid them in every millionth krusty klump bar and krusty,simpsons
4201,homer,"sorry, kids, but this is the one event i want my darling wife by",simpsons
4203,homer,"marge, they can't carry enough candy!  they have puny little",simpsons
4206,homer,they wouldn't be if you were willing to sit in a hollowed-out,simpsons
4211,homer,"hurry, marge!  if we get there early we can get our pictures",simpsons
4216,homer,ooh!  i feel like a kid in some kind of a store.,simpsons
4217,homer,"ooh, gummi bears!  gummi calves' heads...gummi jaw breakers!",simpsons
4219,homer,must have rare gummi... distract the salesman.,simpsons
4221,homer,"now, this is going to take all my skill...heh heh heh.",simpsons
4222,homer,"run, marge!  save the booty!",simpsons
4224,homer,"wait a minute, wait a minute!  where's my gummi de milo?  ok,",simpsons
4226,homer,"relax, marge, there's plenty for her to do in there.  [horn honks",simpsons
4227,homer,"so, a graduate student, huh?  how come you guys can go to the",simpsons
4228,homer,"aw, nobody's blaming you.  hey",simpsons
4229,homer,hey kids!  lots of candy left for breakfast.,simpsons
4231,homer,oh no!  the candy conventioneers tracked us down.,simpsons
4232,homer,"whew!  for a minute there, i thought i was in big trouble.  it's",simpsons
4233,homer,"marge, i swear i didn't touch her.  you know how bashful i am --",simpsons
4235,homer,"oh, that.  no, i was just grabbing a gummi venus de milo that",simpsons
4236,homer,c'mon!  i'm a decent guy.,simpsons
4239,homer,"well, lisa, remember that postcard grampa sent us from florida of",simpsons
4241,homer,"that's right, we _all_ thought it was hilarious.  but it turns",simpsons
4243,homer,"well, there's kind of a grey area.",simpsons
4244,homer," it's ok, they're with me.",simpsons
4245,homer,"they're ruining my whole life.  marge, please, this is where i",simpsons
4247,homer,you mean...i'm on my own?  i've never been on my own!  oh no...on,simpsons
4248,homer,mmm.  i saw that report you did on sasquatch.  it was fair and,simpsons
4249,homer,"ehh, someone had to take the babysitter home.  then i noticed she",simpsons
4250,homer,"ok.  say, can you introduce me to the sasquatch?  i like his",simpsons
4251,homer,hee hee!  here comes the bouncing ball of justice!,simpsons
4252,homer,somebody had to take the babysitter home.  then i noticed she was,simpsons
4253,homer, marge?  kids?  everything's going to be just fine.,simpsons
4255,homer,not with _that_ attitude!,simpsons
4257,homer,"it didn't blow over, marge.  nothing _ever_ blows over for me.",simpsons
4258,homer,hey -- that's a half-truth!,simpsons
4259,homer,"ooh, ""portrait""!  sounds classy.  [looks at family, who look",simpsons
4260,homer,oh...i don't have a friend in the world.,simpsons
4261,homer,"oh, marge, it's a miracle.",simpsons
4264,homer,"oh, maybe tv _is_ right.  tv's _always_ right!  [walks",simpsons
4265,homer,"{oh, i like it better when they're making fun of people who",simpsons
4266,homer," ooh, i wouldn't want to be mr. t right now.",simpsons
4269,homer,"aw, but those shows all look so crummy.",simpsons
4273,homer,"hello.  i am homer simpson, or as some of you wags have dubbed",simpsons
